protectedDiv(protectedDiv(c, a), protectedDiv(c, b))	add(b, c)	sub(sub(protectedDiv(b, c), add(a, a)), protectedDiv(add(a, b), add(b, a)))	protectedDiv(c, a)	sub(add(b, a), add(c, c))	add(protectedDiv(sub(b, b), add(a, a)), sub(protectedDiv(a, a), protectedDiv(a, a)))	add(sub(sub(b, c), sub(c, b)), sub(sub(c, a), add(a, a)))	add(protectedDiv(a, b), protectedDiv(a, c))	sub(protectedDiv(c, c), sub(c, b))	add(protectedDiv(add(c, a), protectedDiv(a, a)), sub(sub(c, a), sub(b, c)))	protectedDiv(b, b)	add(a, a)	sub(add(sub(b, c), add(a, a)), protectedDiv(add(c, c), sub(a, a)))	sub(protectedDiv(a, c), protectedDiv(a, a))	sub(add(a, a), add(b, b))	sub(a, b)	sub(a, b)	sub(sub(b, a), add(c, b))	add(add(sub(c, b), add(c, b)), protectedDiv(protectedDiv(c, b), protectedDiv(b, a)))	sub(sub(b, c), add(a, a))
a	a	a	a	c	a	a	sub(a, a)	a	a	a	a	a	a	a	a	a	a	a	a
a	a	a	a	a	a	a	a	a	a	protectedDiv(c, c)	a	a	a	add(c, c)	a	a	b	a	a
a	a	a	sub(a, a)	a	a	a	c	add(sub(a, b), protectedDiv(b, a))	a	c	a	a	sub(add(c, a), sub(b, a))	c	add(c, a)	a	a	a	a
a	a	a	a	a	c	a	b	a	c	a	a	a	a	a	a	add(sub(b, c), protectedDiv(b, b))	add(c, a)	a	a
a	a	a	a	b	a	a	a	a	a	a	a	protectedDiv(add(b, a), protectedDiv(a, c))	a	a	a	a	a	a	a
a	a	a	add(b, a)	a	a	a	a	a	a	a	c	a	protectedDiv(protectedDiv(a, c), add(c, a))	a	a	b	a	a	a
a	a	a	a	add(a, a)	protectedDiv(a, b)	a	sub(c, b)	a	a	add(b, c)	a	a	a	a	a	protectedDiv(c, a)	a	a	b
a	a	sub(protectedDiv(a, a), add(a, a))	a	a	sub(b, a)	a	protectedDiv(b, b)	a	a	a	a	a	sub(protectedDiv(b, a), protectedDiv(a, c))	a	a	sub(sub(c, a), sub(c, c))	a	a	a
a	protectedDiv(sub(a, c), protectedDiv(a, a))	a	protectedDiv(b, c)	a	a	add(sub(a, b), protectedDiv(a, a))	a	a	a	sub(protectedDiv(b, b), add(b, a))	a	a	a	protectedDiv(b, b)	a	a	a	a	a
a	a	sub(sub(b, c), protectedDiv(c, c))	a	a	sub(sub(b, c), sub(c, a))	a	a	a	protectedDiv(sub(b, c), add(c, c))	a	a	a	b	a	a	a	a	a	a
protectedDiv(c, a)	a	b	a	a	a	a	a	a	sub(c, c)	a	a	a	a	add(add(a, a), add(b, b))	protectedDiv(b, a)	add(protectedDiv(a, b), add(b, c))	a	a	b
a	a	a	a	a	a	a	a	a	a	b	a	a	sub(add(b, a), protectedDiv(b, a))	a	a	add(add(a, c), protectedDiv(b, a))	sub(protectedDiv(c, a), add(c, b))	a	sub(sub(a, a), sub(c, c))
a	a	a	a	a	a	a	a	a	a	sub(a, b)	a	a	a	c	a	a	a	a	a
b	a	a	a	a	add(b, c)	c	a	a	a	c	protectedDiv(a, c)	a	sub(c, c)	a	a	a	a	a	a
a	a	a	a	a	sub(c, b)	a	a	protectedDiv(a, c)	a	sub(sub(b, b), sub(a, a))	a	a	c	a	add(protectedDiv(a, c), sub(b, a))	a	c	a	a
protectedDiv(a, a)	b	a	b	a	a	a	a	a	a	a	a	add(b, a)	c	a	protectedDiv(a, a)	a	a	protectedDiv(sub(add(b, b), add(c, b)), c)	a
a	c	protectedDiv(sub(a, c), protectedDiv(c, a))	protectedDiv(sub(a, b), add(b, c))	a	a	a	a	b	a	protectedDiv(add(c, b), add(a, c))	a	a	a	a	b	a	a	a	a
a	a	a	a	add(b, b)	a	a	a	a	a	a	a	a	a	a	c	protectedDiv(sub(c, c), add(a, b))	a	protectedDiv(sub(c, a), sub(b, a))	sub(b, a)
a	a	a	a	a	sub(protectedDiv(a, a), add(c, c))	a	a	protectedDiv(b, c)	a	a	a	a	protectedDiv(sub(c, c), add(a, b))	a	b	a	add(sub(c, a), protectedDiv(b, b))	a	sub(a, c)
a	a	a	a	a	a	c	a	a	a	a	a	a	a	a	a	sub(protectedDiv(a, a), add(c, c))	add(protectedDiv(c, b), protectedDiv(b, b))	add(c, b)	sub(protectedDiv(b, a), sub(c, b))
sub(a, a)	a	a	a	a	a	a	a	a	a	sub(protectedDiv(b, a), add(b, b))	a	a	sub(protectedDiv(b, a), sub(c, b))	a	b	a	a	a	sub(protectedDiv(a, c), sub(c, a))
sub(a, a)	sub(protectedDiv(a, c), sub(a, b))	sub(a, a)	a	a	a	a	a	a	a	a	a	a	a	a	a	sub(a, a)	a	a	a
sub(a, a)	a	protectedDiv(sub(a, a), protectedDiv(b, c))	a	sub(c, b)	sub(a, a)	a	a	a	a	c	a	sub(a, a)	a	a	a	a	sub(a, a)	sub(a, a)	sub(a, a)
sub(a, a)	a	sub(a, a)	sub(a, add(b, a))	sub(protectedDiv(a, a), sub(c, b))	sub(a, a)	sub(protectedDiv(a, c), add(a, c))	a	a	sub(protectedDiv(a, c), a)	sub(a, a)	a	sub(sub(c, c), a)	a	sub(a, a)	a	sub(a, a)	sub(a, a)	a	sub(a, a)
a	a	b	c	sub(a, a)	sub(a, a)	a	add(add(a, b), add(b, b))	sub(a, a)	a	sub(a, b)	sub(a, a)	sub(a, a)	sub(b, a)	a	sub(a, a)	sub(a, a)	sub(a, a)	sub(a, a)	sub(a, a)
sub(a, a)	a	sub(a, a)	sub(a, a)	a	protectedDiv(sub(a, b), sub(a, a))	sub(a, a)	a	a	a	sub(a, a)	a	add(b, a)	sub(a, a)	sub(a, a)	protectedDiv(add(c, a), add(b, c))	a	sub(a, a)	a	sub(a, a)
sub(a, add(b, b))	a	a	a	sub(add(sub(c, b), sub(b, c)), a)	a	a	c	a	sub(a, add(a, b))	a	c	c	sub(a, a)	a	a	a	sub(a, a)	a	sub(a, a)
sub(a, a)	a	protectedDiv(add(c, b), protectedDiv(b, c))	protectedDiv(add(a, b), protectedDiv(a, a))	sub(a, a)	a	a	a	a	c	b	c	a	a	a	a	a	a	a	a
sub(a, a)	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	protectedDiv(b, b)	a
sub(b, a)	protectedDiv(sub(a, b), add(b, b))	a	a	a	a	a	sub(add(c, a), add(a, c))	sub(b, c)	a	protectedDiv(a, a)	a	a	protectedDiv(sub(a, b), sub(a, a))	sub(a, a)	a	a	protectedDiv(c, a)	a	a
a	sub(b, c)	a	a	a	a	a	a	a	protectedDiv(protectedDiv(a, b), add(a, b))	b	a	sub(b, add(protectedDiv(b, a), add(b, c)))	a	sub(sub(c, b), protectedDiv(a, a))	a	a	a	a	a
a	a	add(c, c)	a	a	a	a	a	a	a	a	a	a	a	a	a	protectedDiv(sub(a, a), sub(a, a))	a	a	a
protectedDiv(c, b)	a	a	a	a	a	a	a	a	sub(add(b, c), sub(a, a))	protectedDiv(add(c, b), sub(b, b))	a	a	a	a	a	protectedDiv(sub(a, a), sub(a, a))	a	a	a
a	c	a	a	a	a	a	a	a	a	a	a	a	protectedDiv(b, b)	a	a	a	a	a	a
a	a	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	c	add(add(c, b), protectedDiv(b, c))	a
a	a	add(b, b)	a	a	a	a	a	a	a	a	a	a	a	c	a	a	a	a	a
a	add(sub(a, b), sub(c, a))	a	a	sub(b, b)	a	a	a	a	a	a	a	a	a	b	protectedDiv(protectedDiv(a, a), protectedDiv(c, b))	protectedDiv(protectedDiv(c, b), sub(a, b))	a	a	a
a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
a	sub(a, c)	a	protectedDiv(sub(c, c), sub(b, c))	a	a	a	a	a	protectedDiv(protectedDiv(c, c), add(a, c))	a	a	a	a	a	a	a	add(c, a)	a	a
sub(sub(c, a), protectedDiv(c, b))	a	a	a	a	a	a	a	b	a	a	sub(b, c)	a	a	a	a	a	a	a	a
a	a	a	a	a	a	a	a	a	a	a	a	c	a	a	add(sub(c, b), sub(c, a))	a	a	a	a
protectedDiv(add(a, b), add(c, a))	a	a	a	a	a	a	a	a	a	a	a	add(sub(b, c), add(a, b))	a	a	a	a	a	a	a
a	a	a	a	a	a	protectedDiv(c, a)	a	a	a	a	a	a	a	a	a	c	a	a	a
sub(add(c, a), sub(b, a))	a	b	a	a	a	a	a	a	a	a	sub(c, c)	a	a	a	a	a	a	a	a
a	sub(add(c, a), sub(b, a))	a	protectedDiv(b, a)	a	a	a	a	a	a	a	a	sub(add(c, a), sub(b, a))	a	a	a	a	a	sub(add(c, a), sub(b, a))	a
a	a	a	b	a	a	a	a	a	c	a	sub(add(c, a), sub(b, a))	a	a	sub(add(c, a), sub(b, a))	a	a	a	a	add(add(a, b), sub(b, b))
c	a	a	add(a, b)	a	protectedDiv(a, a)	sub(c, c)	a	a	a	a	a	a	a	a	a	a	sub(a, c)	a	a
a	a	protectedDiv(c, c)	a	a	a	a	a	protectedDiv(a, c)	add(a, a)	a	add(c, c)	a	a	a	b	a	add(add(b, b), protectedDiv(c, a))	a	a
c	add(add(b, c), sub(b, b))	protectedDiv(b, a)	a	a	a	c	a	a	sub(c, a)	a	sub(add(c, c), add(a, b))	a	a	a	b	a	a	a	a
a	a	a	a	a	a	a	a	a	a	a	a	a	a	add(add(c, a), add(a, a))	a	a	a	a	a
a	a	a	protectedDiv(add(c, a), add(c, c))	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
a	a	a	a	a	a	a	a	a	a	a	protectedDiv(c, b)	a	a	sub(add(a, b), add(c, b))	a	add(protectedDiv(c, b), sub(a, a))	a	a	a
a	protectedDiv(protectedDiv(c, c), add(a, b))	a	a	a	a	a	a	a	a	protectedDiv(c, b)	a	a	add(c, a)	a	a	a	a	a	a
protectedDiv(add(c, a), sub(a, c))	a	a	a	a	a	a	a	a	a	a	c	a	a	a	a	a	a	a	a
a	sub(protectedDiv(a, c), protectedDiv(a, c))	sub(add(c, c), sub(a, a))	sub(b, c)	a	a	a	add(protectedDiv(b, a), protectedDiv(a, a))	c	a	protectedDiv(b, b)	a	a	a	a	a	a	a	a	a
a	a	sub(c, b)	a	a	a	protectedDiv(b, b)	add(protectedDiv(c, a), sub(c, b))	a	a	a	a	a	a	sub(add(c, b), sub(c, a))	a	a	a	a	a
a	a	a	a	a	a	a	a	a	a	protectedDiv(add(a, a), protectedDiv(a, c))	a	a	a	a	add(a, b)	protectedDiv(protectedDiv(b, a), sub(b, b))	a	a	add(a, a)
a	add(add(a, a), protectedDiv(c, b))	a	a	a	a	a	a	a	a	a	a	a	sub(c, b)	a	a	a	a	a	a
a	a	protectedDiv(add(c, a), sub(c, c))	b	protectedDiv(c, b)	a	a	a	a	a	a	a	a	a	a	protectedDiv(a, a)	sub(protectedDiv(c, b), add(c, b))	a	a	a
a	a	a	a	a	a	a	sub(b, b)	a	a	a	a	add(b, a)	sub(b, c)	a	a	c	protectedDiv(c, a)	a	a
a	protectedDiv(b, c)	a	a	a	c	a	c	a	a	c	a	c	a	a	protectedDiv(add(c, a), add(b, c))	add(b, a)	add(c, a)	a	a
a	a	a	a	a	a	a	a	a	add(b, c)	add(c, a)	a	a	a	a	a	a	a	a	a
a	a	a	a	a	sub(a, c)	a	a	a	a	a	a	a	a	add(b, c)	a	a	a	protectedDiv(add(a, b), add(b, b))	a
protectedDiv(a, c)	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
protectedDiv(a, c)	a	a	a	c	a	b	a	a	b	protectedDiv(a, c)	a	a	a	add(a, a)	a	a	a	a	a
a	a	a	a	a	a	protectedDiv(a, c)	a	a	a	a	add(protectedDiv(b, b), add(a, b))	a	a	c	protectedDiv(a, c)	a	a	a	a
a	a	a	a	a	a	a	a	protectedDiv(b, c)	a	a	a	sub(sub(b, c), sub(c, c))	a	a	b	a	a	protectedDiv(protectedDiv(b, c), sub(b, b))	a
a	a	a	b	a	b	c	a	a	a	a	a	a	a	a	protectedDiv(sub(c, c), add(b, a))	a	a	a	sub(c, a)
a	a	protectedDiv(c, b)	a	a	a	a	a	a	protectedDiv(c, a)	a	protectedDiv(b, c)	a	c	a	add(protectedDiv(b, b), protectedDiv(c, c))	a	a	c	protectedDiv(sub(c, b), sub(b, a))
a	a	protectedDiv(b, b)	a	a	a	a	a	c	a	a	a	a	a	a	a	a	a	protectedDiv(add(b, a), protectedDiv(c, b))	sub(c, c)
a	a	c	a	a	a	a	a	a	protectedDiv(add(c, b), protectedDiv(a, b))	a	a	a	protectedDiv(b, b)	a	a	a	a	a	a
sub(c, a)	a	a	a	sub(sub(a, a), add(b, b))	a	a	add(sub(b, c), sub(c, c))	a	a	a	a	add(a, c)	a	a	a	a	a	sub(protectedDiv(b, b), sub(a, c))	a
a	a	a	a	a	a	a	a	a	a	a	a	a	add(protectedDiv(a, b), protectedDiv(a, a))	a	a	a	a	a	a
a	a	a	a	a	sub(c, a)	a	a	a	a	add(add(b, b), sub(a, b))	a	a	a	a	a	a	a	a	a
b	a	a	add(c, c)	a	add(b, b)	protectedDiv(b, c)	a	a	a	a	a	a	a	a	a	a	a	a	a
a	a	a	a	add(sub(a, b), protectedDiv(c, c))	a	a	a	a	a	a	a	a	a	a	a	protectedDiv(sub(b, a), add(a, b))	protectedDiv(a, c)	protectedDiv(b, a)	a
a	a	a	protectedDiv(a, a)	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
c	a	add(add(a, a), add(c, c))	a	a	c	c	a	a	a	a	a	sub(add(a, b), protectedDiv(c, c))	a	a	a	a	a	a	a
a	a	a	add(sub(b, b), sub(a, a))	a	a	protectedDiv(c, b)	a	a	a	a	a	a	a	a	a	a	a	protectedDiv(add(a, a), add(b, a))	a
a	add(add(a, b), add(a, a))	a	a	a	a	a	a	a	a	sub(b, a)	a	a	a	a	a	a	a	add(add(c, a), add(c, c))	sub(a, b)
sub(c, a)	a	a	a	a	a	a	a	a	a	sub(a, b)	a	a	a	a	sub(add(c, c), sub(a, a))	a	a	a	a
a	protectedDiv(add(a, b), sub(a, b))	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	add(sub(c, a), sub(a, a))
a	a	a	a	a	sub(add(c, c), add(b, b))	b	b	a	a	a	a	protectedDiv(c, c)	a	a	a	a	protectedDiv(protectedDiv(c, b), add(a, a))	a	a
a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
a	a	a	a	sub(a, b)	a	a	b	a	a	protectedDiv(c, c)	a	a	a	a	a	a	a	protectedDiv(sub(c, a), protectedDiv(b, c))	a
a	a	a	a	a	a	a	a	add(sub(c, c), sub(a, b))	a	sub(b, a)	a	a	a	a	a	a	a	add(a, c)	add(add(a, b), protectedDiv(b, b))
a	sub(add(a, c), protectedDiv(b, a))	a	a	a	add(c, c)	a	a	a	a	a	a	a	a	sub(c, c)	a	sub(b, c)	protectedDiv(sub(b, c), sub(b, c))	a	a
a	a	a	a	a	a	protectedDiv(add(a, b), protectedDiv(a, c))	a	a	a	a	a	a	b	a	a	a	a	add(b, a)	b
protectedDiv(sub(a, b), protectedDiv(a, b))	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	sub(c, a)	a	a
add(c, b)	sub(sub(b, a), sub(c, a))	protectedDiv(add(a, b), add(c, a))	a	a	a	a	a	a	a	a	a	sub(add(c, b), add(a, b))	protectedDiv(b, a)	a	a	c	a	a	a
a	a	a	a	a	a	a	a	a	a	a	c	a	a	a	a	a	a	a	a
a	a	a	protectedDiv(protectedDiv(b, b), protectedDiv(c, b))	a	a	a	a	a	a	a	a	a	a	a	a	b	b	a	a
a	a	b	a	a	a	a	a	a	a	a	protectedDiv(sub(b, c), sub(a, a))	a	a	a	a	a	a	a	a
a	a	a	a	a	protectedDiv(b, a)	protectedDiv(b, a)	a	a	a	a	b	a	a	a	a	a	a	a	a
a	a	b	a	a	a	a	a	a	a	sub(a, b)	a	a	a	a	a	a	a	b	sub(protectedDiv(b, c), protectedDiv(a, c))
a	a	a	a	a	a	a	a	a	a	a	a	add(sub(b, c), protectedDiv(c, c))	a	a	a	protectedDiv(c, a)	sub(sub(c, c), add(a, c))	a	a
a	a	a	a	sub(a, b)	a	a	a	a	c	add(protectedDiv(c, a), add(b, a))	a	a	a	a	a	a	protectedDiv(b, b)	a	a
a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	protectedDiv(add(b, c), add(a, b))	protectedDiv(b, b)	a
a	a	protectedDiv(protectedDiv(c, b), sub(c, a))	a	a	a	c	a	a	a	a	a	a	a	a	a	a	protectedDiv(add(b, a), protectedDiv(b, c))	a	a
a	protectedDiv(b, c)	a	a	sub(protectedDiv(c, c), add(a, b))	a	a	a	a	a	c	b	a	a	b	a	a	protectedDiv(add(b, b), add(c, c))	protectedDiv(protectedDiv(c, a), sub(a, b))	a
a	a	b	a	a	a	a	a	a	a	b	a	add(c, a)	a	sub(c, c)	a	c	a	a	a
a	a	protectedDiv(protectedDiv(a, a), protectedDiv(b, a))	a	a	a	a	a	add(a, a)	a	protectedDiv(a, c)	a	a	a	add(add(b, c), add(a, a))	a	a	a	a	a
a	a	c	a	a	a	a	a	a	a	c	a	a	a	protectedDiv(sub(a, c), add(a, a))	a	sub(add(c, c), protectedDiv(a, a))	protectedDiv(c, a)	a	c
sub(c, c)	a	c	a	a	add(protectedDiv(c, c), add(a, a))	a	a	protectedDiv(b, a)	a	a	sub(add(c, c), protectedDiv(b, a))	a	a	sub(a, a)	a	a	c	a	a
a	a	sub(c, c)	a	a	sub(c, c)	a	sub(c, b)	b	a	a	sub(c, c)	a	a	a	sub(protectedDiv(c, a), add(b, a))	a	a	a	a
a	a	a	sub(c, c)	b	a	a	protectedDiv(sub(c, b), protectedDiv(a, b))	a	a	a	a	a	a	b	sub(c, a)	a	sub(b, a)	a	protectedDiv(a, b)
b	a	a	a	a	a	a	protectedDiv(protectedDiv(b, a), sub(c, a))	a	a	a	sub(c, c)	a	add(sub(b, a), sub(b, a))	a	a	a	a	sub(c, c)	a
sub(b, c)	b	sub(c, c)	sub(protectedDiv(a, b), sub(a, b))	a	sub(a, a)	a	a	add(b, c)	a	a	a	a	a	a	a	a	sub(c, c)	a	b
sub(c, c)	sub(c, c)	sub(b, c)	sub(c, c)	a	sub(c, c)	protectedDiv(protectedDiv(b, c), add(a, b))	a	a	b	sub(b, c)	a	sub(c, add(a, a))	protectedDiv(b, a)	a	a	a	a	b	protectedDiv(c, c)
add(sub(a, a), sub(a, a))	sub(c, c)	a	sub(c, c)	sub(c, protectedDiv(c, a))	sub(sub(protectedDiv(b, a), sub(a, b)), c)	a	sub(c, c)	sub(c, protectedDiv(b, c))	sub(c, c)	a	sub(c, c)	sub(c, c)	sub(c, c)	a	sub(c, c)	sub(c, c)	a	sub(c, c)	sub(c, c)
sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, a)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, sub(sub(a, b), add(c, c)))	c	a	sub(sub(add(a, c), sub(b, c)), c)	c
sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	c	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(a, a)	sub(c, c)	sub(c, c)	sub(c, c)
protectedDiv(b, a)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(protectedDiv(b, b), c)	sub(c, c)	sub(c, c)	sub(protectedDiv(add(c, c), add(a, b)), c)	sub(c, c)	sub(c, c)	sub(c, c)
sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, sub(c, b))	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, add(protectedDiv(c, c), add(a, b)))	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	add(a, b)	sub(protectedDiv(b, b), c)	sub(c, c)
sub(c, c)	sub(c, c)	a	sub(c, c)	sub(c, add(add(c, b), sub(b, c)))	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, add(protectedDiv(c, c), add(a, b)))	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, b)
sub(c, sub(protectedDiv(b, b), protectedDiv(b, b)))	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, c)	sub(c, add(sub(a, c), sub(b, a)))	sub(c, c)	sub(c, c)	sub(c, sub(c, c))	a	sub(c, c)	sub(sub(a, b), c)	sub(c, c)	sub(c, c)	sub(c, c)
